Image_Address, Actual_Angle
perf_data/IMG/center_2024_02_06_00_23_59_324.jpg,0.0
perf_data/IMG/center_2024_02_06_00_23_59_434.jpg,0.0
perf_data/IMG/center_2024_02_06_00_23_59_545.jpg,0.0
perf_data/IMG/center_2024_02_06_00_23_59_870.jpg,-0.03672242
perf_data/IMG/center_2024_02_06_00_23_59_979.jpg,-0.125903
perf_data/IMG/center_2024_02_06_00_24_00_085.jpg,-0.2834288
perf_data/IMG/center_2024_02_06_00_24_00_293.jpg,-0.3250614
perf_data/IMG/center_2024_02_06_00_24_00_406.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_00_641.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_00_890.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_01_130.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_01_367.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_01_482.jpg,-0.1291431
perf_data/IMG/center_2024_02_06_00_24_01_601.jpg,-0.1902546
perf_data/IMG/center_2024_02_06_00_24_01_720.jpg,-0.2003142
perf_data/IMG/center_2024_02_06_00_24_01_840.jpg,-0.2003142
perf_data/IMG/center_2024_02_06_00_24_01_967.jpg,-0.2003142
perf_data/IMG/center_2024_02_06_00_24_02_273.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_02_583.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_02_794.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_03_004.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_03_323.jpg,-0.006392783
perf_data/IMG/center_2024_02_06_00_24_03_429.jpg,-0.04226087
perf_data/IMG/center_2024_02_06_00_24_03_534.jpg,-0.04987158
perf_data/IMG/center_2024_02_06_00_24_03_640.jpg,-0.1277868
perf_data/IMG/center_2024_02_06_00_24_03_746.jpg,-0.3409232
perf_data/IMG/center_2024_02_06_00_24_03_852.jpg,-0.3703487
perf_data/IMG/center_2024_02_06_00_24_03_965.jpg,-0.2304178
perf_data/IMG/center_2024_02_06_00_24_04_083.jpg,-0.05296108
perf_data/IMG/center_2024_02_06_00_24_04_328.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_04_450.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_04_826.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_05_322.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_05_442.jpg,-0.04060312
perf_data/IMG/center_2024_02_06_00_24_05_561.jpg,-0.05431742
perf_data/IMG/center_2024_02_06_00_24_05_680.jpg,-0.0609108
perf_data/IMG/center_2024_02_06_00_24_05_800.jpg,-0.2262734
perf_data/IMG/center_2024_02_06_00_24_05_919.jpg,-0.2711839
perf_data/IMG/center_2024_02_06_00_24_06_044.jpg,-0.2772121
perf_data/IMG/center_2024_02_06_00_24_06_169.jpg,-0.2791714
perf_data/IMG/center_2024_02_06_00_24_06_291.jpg,-0.1857334
perf_data/IMG/center_2024_02_06_00_24_07_537.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_08_162.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_08_285.jpg,-0.0305058
perf_data/IMG/center_2024_02_06_00_24_08_414.jpg,-0.06324678
perf_data/IMG/center_2024_02_06_00_24_08_542.jpg,-0.1002828
perf_data/IMG/center_2024_02_06_00_24_08_666.jpg,-0.1124524
perf_data/IMG/center_2024_02_06_00_24_08_792.jpg,-0.1312907
perf_data/IMG/center_2024_02_06_00_24_08_919.jpg,-0.08076635
perf_data/IMG/center_2024_02_06_00_24_09_044.jpg,-0.05733157
perf_data/IMG/center_2024_02_06_00_24_09_171.jpg,-0.05635192
perf_data/IMG/center_2024_02_06_00_24_09_294.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_09_541.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_09_787.jpg,-0.04173341
perf_data/IMG/center_2024_02_06_00_24_09_912.jpg,-0.06313375
perf_data/IMG/center_2024_02_06_00_24_10_038.jpg,-0.064151
perf_data/IMG/center_2024_02_06_00_24_10_405.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_10_525.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_11_019.jpg,-0.04527503
perf_data/IMG/center_2024_02_06_00_24_11_142.jpg,-0.06927502
perf_data/IMG/center_2024_02_06_00_24_11_270.jpg,-0.1366408
perf_data/IMG/center_2024_02_06_00_24_11_395.jpg,-0.1576643
perf_data/IMG/center_2024_02_06_00_24_11_522.jpg,-0.1613943
perf_data/IMG/center_2024_02_06_00_24_11_646.jpg,-0.03615728
perf_data/IMG/center_2024_02_06_00_24_11_764.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_12_367.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_13_227.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_13_354.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_13_607.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_13_732.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_14_104.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_14_359.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_14_861.jpg,-0.003001866
perf_data/IMG/center_2024_02_06_00_24_14_986.jpg,-0.003001866
perf_data/IMG/center_2024_02_06_00_24_15_114.jpg,-0.09576163
perf_data/IMG/center_2024_02_06_00_24_15_240.jpg,-0.2390458
perf_data/IMG/center_2024_02_06_00_24_15_368.jpg,-0.2761572
perf_data/IMG/center_2024_02_06_00_24_15_499.jpg,-0.2797742
perf_data/IMG/center_2024_02_06_00_24_15_868.jpg,0.06999094
perf_data/IMG/center_2024_02_06_00_24_15_986.jpg,0.1187821
perf_data/IMG/center_2024_02_06_00_24_16_105.jpg,0.2060788
perf_data/IMG/center_2024_02_06_00_24_16_223.jpg,0.2205089
perf_data/IMG/center_2024_02_06_00_24_16_343.jpg,0.1077051
perf_data/IMG/center_2024_02_06_00_24_16_715.jpg,-0.01136609
perf_data/IMG/center_2024_02_06_00_24_16_844.jpg,-0.05209446
perf_data/IMG/center_2024_02_06_00_24_16_969.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_17_224.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_17_353.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_17_483.jpg,-0.1037868
perf_data/IMG/center_2024_02_06_00_24_17_613.jpg,-0.1278244
perf_data/IMG/center_2024_02_06_00_24_17_742.jpg,-0.1291808
perf_data/IMG/center_2024_02_06_00_24_17_873.jpg,-0.1314414
perf_data/IMG/center_2024_02_06_00_24_18_002.jpg,-0.03476327
perf_data/IMG/center_2024_02_06_00_24_18_507.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_18_881.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_19_137.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_19_773.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_19_901.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_20_157.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_20_291.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_20_684.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_20_940.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_21_068.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_21_594.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_21_727.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_22_959.jpg,-0.008201231
perf_data/IMG/center_2024_02_06_00_24_23_100.jpg,-0.05330016
perf_data/IMG/center_2024_02_06_00_24_23_237.jpg,-0.05947911
perf_data/IMG/center_2024_02_06_00_24_23_369.jpg,-0.06524361
perf_data/IMG/center_2024_02_06_00_24_23_503.jpg,-0.06886058
perf_data/IMG/center_2024_02_06_00_24_23_635.jpg,-0.06886058
perf_data/IMG/center_2024_02_06_00_24_23_763.jpg,-0.05895164
perf_data/IMG/center_2024_02_06_00_24_23_891.jpg,-0.05895164
perf_data/IMG/center_2024_02_06_00_24_24_017.jpg,-0.05895164
perf_data/IMG/center_2024_02_06_00_24_24_271.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_24_521.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_25_368.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_25_490.jpg,-0.09399085
perf_data/IMG/center_2024_02_06_00_24_25_611.jpg,-0.1814759
perf_data/IMG/center_2024_02_06_00_24_25_730.jpg,-0.1969987
perf_data/IMG/center_2024_02_06_00_24_25_849.jpg,-0.1901792
perf_data/IMG/center_2024_02_06_00_24_25_965.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_26_529.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_26_640.jpg,0.008238907
perf_data/IMG/center_2024_02_06_00_24_26_974.jpg,0.01758271
perf_data/IMG/center_2024_02_06_00_24_27_086.jpg,0.01758271
perf_data/IMG/center_2024_02_06_00_24_27_199.jpg,0.01758271
perf_data/IMG/center_2024_02_06_00_24_27_311.jpg,0.01758271
perf_data/IMG/center_2024_02_06_00_24_27_420.jpg,0.01758271
perf_data/IMG/center_2024_02_06_00_24_27_529.jpg,0.01984327
perf_data/IMG/center_2024_02_06_00_24_27_640.jpg,0.01984327
perf_data/IMG/center_2024_02_06_00_24_27_749.jpg,0.01984327
perf_data/IMG/center_2024_02_06_00_24_27_855.jpg,0.01984327
perf_data/IMG/center_2024_02_06_00_24_27_961.jpg,0.01984327
perf_data/IMG/center_2024_02_06_00_24_28_177.jpg,0.0098213
perf_data/IMG/center_2024_02_06_00_24_28_389.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_28_814.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_28_919.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_29_025.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_29_335.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_29_441.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_29_860.jpg,-0.02967693
perf_data/IMG/center_2024_02_06_00_24_29_965.jpg,-0.05318714
perf_data/IMG/center_2024_02_06_00_24_30_066.jpg,-0.1065372
perf_data/IMG/center_2024_02_06_00_24_30_171.jpg,-0.1453064
perf_data/IMG/center_2024_02_06_00_24_30_274.jpg,-0.1896141
perf_data/IMG/center_2024_02_06_00_24_30_374.jpg,-0.196961
perf_data/IMG/center_2024_02_06_00_24_30_476.jpg,-0.155253
perf_data/IMG/center_2024_02_06_00_24_30_606.jpg,-0.07375854
perf_data/IMG/center_2024_02_06_00_24_30_709.jpg,-0.03212587
perf_data/IMG/center_2024_02_06_00_24_30_838.jpg,-0.02639904
perf_data/IMG/center_2024_02_06_00_24_30_969.jpg,-0.02436454
perf_data/IMG/center_2024_02_06_00_24_31_097.jpg,-0.04380566
perf_data/IMG/center_2024_02_06_00_24_31_225.jpg,-0.08389354
perf_data/IMG/center_2024_02_06_00_24_31_352.jpg,-0.09689198
perf_data/IMG/center_2024_02_06_00_24_31_478.jpg,-0.06693911
perf_data/IMG/center_2024_02_06_00_24_31_606.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_31_729.jpg,-0.05887629
perf_data/IMG/center_2024_02_06_00_24_31_852.jpg,-0.05887629
perf_data/IMG/center_2024_02_06_00_24_31_973.jpg,-0.01279778
perf_data/IMG/center_2024_02_06_00_24_32_675.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_32_909.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_33_140.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_33_601.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_33_819.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_34_145.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_34_252.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_34_569.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_34_776.jpg,-0.09802227
perf_data/IMG/center_2024_02_06_00_24_34_880.jpg,-0.1341541
perf_data/IMG/center_2024_02_06_00_24_34_983.jpg,-0.144779
perf_data/IMG/center_2024_02_06_00_24_35_085.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_35_208.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_35_332.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_35_454.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_35_576.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_35_677.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_35_779.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_35_901.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_36_004.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_36_106.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_36_207.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_36_307.jpg,-0.1468888
perf_data/IMG/center_2024_02_06_00_24_36_431.jpg,-0.1354351
perf_data/IMG/center_2024_02_06_00_24_36_534.jpg,-0.09677896
perf_data/IMG/center_2024_02_06_00_24_36_640.jpg,-0.005639262
perf_data/IMG/center_2024_02_06_00_24_36_744.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_36_949.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_37_257.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_37_479.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_37_719.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_37_957.jpg,-0.1257146
perf_data/IMG/center_2024_02_06_00_24_38_074.jpg,-0.1599626
perf_data/IMG/center_2024_02_06_00_24_38_188.jpg,-0.1689673
perf_data/IMG/center_2024_02_06_00_24_38_302.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_38_416.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_38_531.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_38_645.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_38_762.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_38_877.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_38_992.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_39_107.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_39_225.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_39_342.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_39_460.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_39_580.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_39_703.jpg,-0.1708511
perf_data/IMG/center_2024_02_06_00_24_39_807.jpg,-0.139994
perf_data/IMG/center_2024_02_06_00_24_39_913.jpg,-0.05254664
perf_data/IMG/center_2024_02_06_00_24_40_129.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_40_236.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_40_555.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_40_973.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_41_080.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_41_292.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_41_821.jpg,-0.08193439
perf_data/IMG/center_2024_02_06_00_24_41_926.jpg,-0.1342294
perf_data/IMG/center_2024_02_06_00_24_42_031.jpg,-0.1486596
perf_data/IMG/center_2024_02_06_00_24_42_137.jpg,-0.1509579
perf_data/IMG/center_2024_02_06_00_24_42_244.jpg,-0.1509579
perf_data/IMG/center_2024_02_06_00_24_42_350.jpg,-0.1509579
perf_data/IMG/center_2024_02_06_00_24_42_456.jpg,-0.1509579
perf_data/IMG/center_2024_02_06_00_24_42_561.jpg,-0.1509579
perf_data/IMG/center_2024_02_06_00_24_42_670.jpg,-0.1509579
perf_data/IMG/center_2024_02_06_00_24_42_777.jpg,-0.1367915
perf_data/IMG/center_2024_02_06_00_24_42_889.jpg,-0.07903326
perf_data/IMG/center_2024_02_06_00_24_43_115.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_43_230.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_43_460.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_43_574.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_43_798.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_44_017.jpg,-0.02402546
perf_data/IMG/center_2024_02_06_00_24_44_124.jpg,-0.05507094
perf_data/IMG/center_2024_02_06_00_24_44_229.jpg,-0.05902699
perf_data/IMG/center_2024_02_06_00_24_44_334.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_44_439.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_44_548.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_44_657.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_44_765.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_44_871.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_44_976.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_45_080.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_45_189.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_45_293.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_45_398.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_45_506.jpg,-0.06098615
perf_data/IMG/center_2024_02_06_00_24_45_615.jpg,-0.002474402
perf_data/IMG/center_2024_02_06_00_24_46_055.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_46_277.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_46_827.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_47_266.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_47_373.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_47_806.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_48_027.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_48_372.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_48_723.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_48_844.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_48_963.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_49_198.jpg,-0.04113059
perf_data/IMG/center_2024_02_06_00_24_49_323.jpg,-0.06226721
perf_data/IMG/center_2024_02_06_00_24_49_447.jpg,-0.07843044
perf_data/IMG/center_2024_02_06_00_24_49_575.jpg,-0.1214948
perf_data/IMG/center_2024_02_06_00_24_49_702.jpg,-0.1294822
perf_data/IMG/center_2024_02_06_00_24_49_832.jpg,-0.1294822
perf_data/IMG/center_2024_02_06_00_24_49_933.jpg,-0.1237554
perf_data/IMG/center_2024_02_06_00_24_50_037.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_50_139.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_50_352.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_50_772.jpg,0.01498306
perf_data/IMG/center_2024_02_06_00_24_51_196.jpg,0.01626405
perf_data/IMG/center_2024_02_06_00_24_51_513.jpg,0.01626405
perf_data/IMG/center_2024_02_06_00_24_51_728.jpg,0.01626405
perf_data/IMG/center_2024_02_06_00_24_51_833.jpg,0.01626405
perf_data/IMG/center_2024_02_06_00_24_52_040.jpg,0.01626405
perf_data/IMG/center_2024_02_06_00_24_52_784.jpg,0.01626405
perf_data/IMG/center_2024_02_06_00_24_53_198.jpg,0.005111797
perf_data/IMG/center_2024_02_06_00_24_53_300.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_54_306.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_54_407.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_54_509.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_54_614.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_54_718.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_55_251.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_55_678.jpg,-0.0228951
perf_data/IMG/center_2024_02_06_00_24_55_785.jpg,-0.05699242
perf_data/IMG/center_2024_02_06_00_24_55_890.jpg,-0.06268165
perf_data/IMG/center_2024_02_06_00_24_55_997.jpg,-0.06490453
perf_data/IMG/center_2024_02_06_00_24_56_105.jpg,-0.06490453
perf_data/IMG/center_2024_02_06_00_24_56_213.jpg,-0.09056227
perf_data/IMG/center_2024_02_06_00_24_56_323.jpg,-0.09542254
perf_data/IMG/center_2024_02_06_00_24_56_429.jpg,-0.09542254
perf_data/IMG/center_2024_02_06_00_24_56_539.jpg,-0.09542254
perf_data/IMG/center_2024_02_06_00_24_56_649.jpg,-0.09542254
perf_data/IMG/center_2024_02_06_00_24_56_760.jpg,-0.0880003
perf_data/IMG/center_2024_02_06_00_24_57_687.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_58_235.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_58_554.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_58_759.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_59_015.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_59_145.jpg,0.0
perf_data/IMG/center_2024_02_06_00_24_59_400.jpg,-0.05993122
perf_data/IMG/center_2024_02_06_00_24_59_529.jpg,-0.1379594
perf_data/IMG/center_2024_02_06_00_24_59_652.jpg,-0.1505058
perf_data/IMG/center_2024_02_06_00_24_59_773.jpg,-0.2007663
perf_data/IMG/center_2024_02_06_00_24_59_897.jpg,-0.2123708
perf_data/IMG/center_2024_02_06_00_25_00_024.jpg,-0.216063
perf_data/IMG/center_2024_02_06_00_25_00_152.jpg,-0.216063
perf_data/IMG/center_2024_02_06_00_25_00_286.jpg,-0.216063
perf_data/IMG/center_2024_02_06_00_25_00_389.jpg,-0.216063
perf_data/IMG/center_2024_02_06_00_25_00_492.jpg,-0.1951149
perf_data/IMG/center_2024_02_06_00_25_00_597.jpg,-0.1722074
perf_data/IMG/center_2024_02_06_00_25_00_701.jpg,-0.1711525
perf_data/IMG/center_2024_02_06_00_25_00_807.jpg,-0.1685529
perf_data/IMG/center_2024_02_06_00_25_00_916.jpg,-0.1685529
perf_data/IMG/center_2024_02_06_00_25_01_023.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_01_132.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_01_240.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_01_350.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_01_459.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_01_569.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_01_679.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_01_791.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_01_904.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_02_015.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_02_125.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_02_239.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_02_358.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_02_470.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_02_587.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_02_703.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_02_821.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_02_935.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_03_049.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_03_166.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_03_286.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_03_403.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_03_525.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_03_645.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_03_768.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_03_895.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_04_018.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_04_140.jpg,-0.1674979
perf_data/IMG/center_2024_02_06_00_25_04_379.jpg,0.0
perf_data/IMG/center_2024_02_06_00_25_04_740.jpg,0.0
perf_data/IMG/center_2024_02_06_00_25_05_322.jpg,-0.1111714
perf_data/IMG/center_2024_02_06_00_25_05_437.jpg,-0.1434602
perf_data/IMG/center_2024_02_06_00_25_05_552.jpg,-0.09621382
perf_data/IMG/center_2024_02_06_00_25_05_897.jpg,0.0
perf_data/IMG/center_2024_02_06_00_25_06_352.jpg,0.0
perf_data/IMG/center_2024_02_06_00_25_06_787.jpg,0.0
perf_data/IMG/center_2024_02_06_00_25_07_007.jpg,0.0
perf_data/IMG/center_2024_02_06_00_25_07_113.jpg,0.0
perf_data/IMG/center_2024_02_06_00_25_07_222.jpg,0.0
perf_data/IMG/center_2024_02_06_00_25_07_434.jpg,0.0
perf_data/IMG/center_2024_02_06_00_25_07_537.jpg,0.01618869
perf_data/IMG/center_2024_02_06_00_25_07_667.jpg,0.09794684
perf_data/IMG/center_2024_02_06_00_25_07_795.jpg,0.1259406
perf_data/IMG/center_2024_02_06_00_25_07_922.jpg,0.2089798
perf_data/IMG/center_2024_02_06_00_25_08_046.jpg,0.2235984
perf_data/IMG/center_2024_02_06_00_25_08_169.jpg,0.134983
