Image_Address, Actual_Angle,Predicted_Angle
perf_data/IMG/center_2024_02_06_00_24_05_322.jpg,0.0,-0.18481803
perf_data/IMG/center_2024_02_06_00_24_05_442.jpg,-0.04060312,-0.17228447
perf_data/IMG/center_2024_02_06_00_24_05_561.jpg,-0.05431742,-0.08662953
perf_data/IMG/center_2024_02_06_00_24_05_680.jpg,-0.0609108,0.021607827
perf_data/IMG/center_2024_02_06_00_24_05_800.jpg,-0.2262734,0.037362736
perf_data/IMG/center_2024_02_06_00_24_05_919.jpg,-0.2711839,0.008506748
perf_data/IMG/center_2024_02_06_00_24_06_044.jpg,-0.2772121,-0.041914977
perf_data/IMG/center_2024_02_06_00_24_06_169.jpg,-0.2791714,-0.05044565
perf_data/IMG/center_2024_02_06_00_24_06_291.jpg,-0.1857334,-0.072888546
perf_data/IMG/center_2024_02_06_00_24_07_537.jpg,0.0,-0.08048573
perf_data/IMG/center_2024_02_06_00_24_08_162.jpg,0.0,-0.06759448
perf_data/IMG/center_2024_02_06_00_24_08_285.jpg,-0.0305058,-0.07664972
perf_data/IMG/center_2024_02_06_00_24_08_414.jpg,-0.06324678,-0.07075117
perf_data/IMG/center_2024_02_06_00_24_08_542.jpg,-0.1002828,-0.049124144
perf_data/IMG/center_2024_02_06_00_24_08_666.jpg,-0.1124524,-0.045723204
perf_data/IMG/center_2024_02_06_00_24_08_792.jpg,-0.1312907,-0.03198014
perf_data/IMG/center_2024_02_06_00_24_08_919.jpg,-0.08076635,-0.035771206
perf_data/IMG/center_2024_02_06_00_24_09_044.jpg,-0.05733157,-0.04030716
perf_data/IMG/center_2024_02_06_00_24_09_171.jpg,-0.05635192,-0.080197066
perf_data/IMG/center_2024_02_06_00_24_09_294.jpg,0.0,-0.07949854
perf_data/IMG/center_2024_02_06_00_24_09_541.jpg,0.0,-0.03361198
perf_data/IMG/center_2024_02_06_00_24_09_787.jpg,-0.04173341,0.002250719
perf_data/IMG/center_2024_02_06_00_24_09_912.jpg,-0.06313375,0.0043808324
perf_data/IMG/center_2024_02_06_00_24_10_038.jpg,-0.064151,-0.0019153217
perf_data/IMG/center_2024_02_06_00_24_10_405.jpg,0.0,0.007621958
perf_data/IMG/center_2024_02_06_00_24_10_525.jpg,0.0,0.019358397
perf_data/IMG/center_2024_02_06_00_24_11_019.jpg,-0.04527503,-0.008890477
perf_data/IMG/center_2024_02_06_00_24_11_142.jpg,-0.06927502,0.00039993506
perf_data/IMG/center_2024_02_06_00_24_11_270.jpg,-0.1366408,-0.0038756551
perf_data/IMG/center_2024_02_06_00_24_11_395.jpg,-0.1576643,-0.010797744
perf_data/IMG/center_2024_02_06_00_24_11_522.jpg,-0.1613943,0.0023245616
perf_data/IMG/center_2024_02_06_00_24_11_646.jpg,-0.03615728,-0.0015232572
perf_data/IMG/center_2024_02_06_00_24_11_764.jpg,0.0,0.0042268215
perf_data/IMG/center_2024_02_06_00_24_12_367.jpg,0.0,-0.013655175
perf_data/IMG/center_2024_02_06_00_24_13_227.jpg,0.0,-0.006470141
perf_data/IMG/center_2024_02_06_00_24_13_354.jpg,0.0,-0.0036635222
perf_data/IMG/center_2024_02_06_00_24_13_607.jpg,0.0,-0.021421347
perf_data/IMG/center_2024_02_06_00_24_13_732.jpg,0.0,-0.023876816
perf_data/IMG/center_2024_02_06_00_24_14_104.jpg,0.0,-0.03339325
perf_data/IMG/center_2024_02_06_00_24_14_359.jpg,0.0,-0.031131037
perf_data/IMG/center_2024_02_06_00_24_14_861.jpg,-0.003001866,-0.0054214755
perf_data/IMG/center_2024_02_06_00_24_14_986.jpg,-0.003001866,-0.00049054343
perf_data/IMG/center_2024_02_06_00_24_15_114.jpg,-0.09576163,-0.0052281814
perf_data/IMG/center_2024_02_06_00_24_15_240.jpg,-0.2390458,0.0034926003
perf_data/IMG/center_2024_02_06_00_24_15_368.jpg,-0.2761572,0.012151704
perf_data/IMG/center_2024_02_06_00_24_15_499.jpg,-0.2797742,0.00077323895
perf_data/IMG/center_2024_02_06_00_24_15_868.jpg,0.06999094,0.14766434
perf_data/IMG/center_2024_02_06_00_24_15_986.jpg,0.1187821,0.15415864
perf_data/IMG/center_2024_02_06_00_24_16_105.jpg,0.2060788,0.17464301
perf_data/IMG/center_2024_02_06_00_24_16_223.jpg,0.2205089,0.1468494
perf_data/IMG/center_2024_02_06_00_24_16_343.jpg,0.1077051,0.10400105
perf_data/IMG/center_2024_02_06_00_24_16_715.jpg,-0.01136609,-0.0039752806
perf_data/IMG/center_2024_02_06_00_24_16_844.jpg,-0.05209446,-0.0024148086
perf_data/IMG/center_2024_02_06_00_24_16_969.jpg,0.0,-0.007218522
perf_data/IMG/center_2024_02_06_00_24_17_224.jpg,0.0,-0.03348741
perf_data/IMG/center_2024_02_06_00_24_17_353.jpg,0.0,-0.024949376
perf_data/IMG/center_2024_02_06_00_24_17_483.jpg,-0.1037868,-0.0077137826
perf_data/IMG/center_2024_02_06_00_24_17_613.jpg,-0.1278244,-0.0043843286
perf_data/IMG/center_2024_02_06_00_24_17_742.jpg,-0.1291808,-0.00033476856
perf_data/IMG/center_2024_02_06_00_24_17_873.jpg,-0.1314414,0.002430209
perf_data/IMG/center_2024_02_06_00_24_18_002.jpg,-0.03476327,0.00828012
perf_data/IMG/center_2024_02_06_00_24_18_507.jpg,0.0,0.098771326
perf_data/IMG/center_2024_02_06_00_24_18_881.jpg,0.0,0.1431662
perf_data/IMG/center_2024_02_06_00_24_19_137.jpg,0.0,0.11380394
perf_data/IMG/center_2024_02_06_00_24_19_773.jpg,0.0,0.1050108
perf_data/IMG/center_2024_02_06_00_24_19_901.jpg,0.0,0.10240575
perf_data/IMG/center_2024_02_06_00_24_20_157.jpg,0.0,0.10663777
perf_data/IMG/center_2024_02_06_00_24_20_291.jpg,0.0,0.062555306
perf_data/IMG/center_2024_02_06_00_24_20_684.jpg,0.0,0.048084322
perf_data/IMG/center_2024_02_06_00_24_20_940.jpg,0.0,0.03606807
perf_data/IMG/center_2024_02_06_00_24_21_068.jpg,0.0,0.006031505
perf_data/IMG/center_2024_02_06_00_24_21_594.jpg,0.0,-0.033410475
perf_data/IMG/center_2024_02_06_00_24_21_727.jpg,0.0,-0.026775412
perf_data/IMG/center_2024_02_06_00_24_22_959.jpg,-0.008201231,0.02759299
perf_data/IMG/center_2024_02_06_00_24_23_100.jpg,-0.05330016,0.020882465
perf_data/IMG/center_2024_02_06_00_24_23_237.jpg,-0.05947911,0.017189495
perf_data/IMG/center_2024_02_06_00_24_23_369.jpg,-0.06524361,0.023156848
perf_data/IMG/center_2024_02_06_00_24_23_503.jpg,-0.06886058,0.0002505621
perf_data/IMG/center_2024_02_06_00_24_23_635.jpg,-0.06886058,0.033732545
perf_data/IMG/center_2024_02_06_00_24_23_763.jpg,-0.05895164,0.0060025705
perf_data/IMG/center_2024_02_06_00_24_23_891.jpg,-0.05895164,-0.003933464
perf_data/IMG/center_2024_02_06_00_24_24_017.jpg,-0.05895164,-0.006124013
perf_data/IMG/center_2024_02_06_00_24_24_271.jpg,0.0,-0.017212905
perf_data/IMG/center_2024_02_06_00_24_24_521.jpg,0.0,-0.038442027
perf_data/IMG/center_2024_02_06_00_24_25_368.jpg,0.0,-0.0123650255
perf_data/IMG/center_2024_02_06_00_24_25_490.jpg,-0.09399085,6.9576316e-05
perf_data/IMG/center_2024_02_06_00_24_25_611.jpg,-0.1814759,-0.0080222795
perf_data/IMG/center_2024_02_06_00_24_25_730.jpg,-0.1969987,0.005702595
perf_data/IMG/center_2024_02_06_00_24_25_849.jpg,-0.1901792,-0.011405406
perf_data/IMG/center_2024_02_06_00_24_25_965.jpg,0.0,0.009747549
perf_data/IMG/center_2024_02_06_00_24_26_529.jpg,0.0,0.03652004
perf_data/IMG/center_2024_02_06_00_24_26_640.jpg,0.008238907,0.063218765
perf_data/IMG/center_2024_02_06_00_24_26_974.jpg,0.01758271,0.0777979
perf_data/IMG/center_2024_02_06_00_24_27_086.jpg,0.01758271,0.09646387
perf_data/IMG/center_2024_02_06_00_24_27_199.jpg,0.01758271,0.09620862
perf_data/IMG/center_2024_02_06_00_24_27_311.jpg,0.01758271,0.11649629
perf_data/IMG/center_2024_02_06_00_24_27_420.jpg,0.01758271,0.1028641
perf_data/IMG/center_2024_02_06_00_24_27_529.jpg,0.01984327,0.10345853
perf_data/IMG/center_2024_02_06_00_24_27_640.jpg,0.01984327,0.116845526
perf_data/IMG/center_2024_02_06_00_24_27_749.jpg,0.01984327,0.11107788
perf_data/IMG/center_2024_02_06_00_24_27_855.jpg,0.01984327,0.07403649
perf_data/IMG/center_2024_02_06_00_24_27_961.jpg,0.01984327,0.054982718
perf_data/IMG/center_2024_02_06_00_24_28_177.jpg,0.0098213,0.07070443
perf_data/IMG/center_2024_02_06_00_24_28_389.jpg,0.0,0.008957203
perf_data/IMG/center_2024_02_06_00_24_28_814.jpg,0.0,-0.021626424
perf_data/IMG/center_2024_02_06_00_24_28_919.jpg,0.0,-0.01313026
perf_data/IMG/center_2024_02_06_00_24_29_025.jpg,0.0,0.0011130786
perf_data/IMG/center_2024_02_06_00_24_29_335.jpg,0.0,-0.061196283
perf_data/IMG/center_2024_02_06_00_24_29_441.jpg,0.0,-0.03502631
perf_data/IMG/center_2024_02_06_00_24_29_860.jpg,-0.02967693,-0.04303975
perf_data/IMG/center_2024_02_06_00_24_29_965.jpg,-0.05318714,-0.04825303
perf_data/IMG/center_2024_02_06_00_24_30_066.jpg,-0.1065372,-0.0060540223
perf_data/IMG/center_2024_02_06_00_24_30_171.jpg,-0.1453064,-0.024516594
perf_data/IMG/center_2024_02_06_00_24_30_274.jpg,-0.1896141,-0.014328138
perf_data/IMG/center_2024_02_06_00_24_30_374.jpg,-0.196961,-0.028184406
perf_data/IMG/center_2024_02_06_00_24_30_476.jpg,-0.155253,-0.06101168
perf_data/IMG/center_2024_02_06_00_24_30_606.jpg,-0.07375854,-0.04546607
perf_data/IMG/center_2024_02_06_00_24_30_709.jpg,-0.03212587,-0.031677186
perf_data/IMG/center_2024_02_06_00_24_30_838.jpg,-0.02639904,-0.039846003
perf_data/IMG/center_2024_02_06_00_24_30_969.jpg,-0.02436454,-0.034707762
perf_data/IMG/center_2024_02_06_00_24_31_097.jpg,-0.04380566,-0.03428514
perf_data/IMG/center_2024_02_06_00_24_31_225.jpg,-0.08389354,-0.044689793
perf_data/IMG/center_2024_02_06_00_24_31_352.jpg,-0.09689198,-0.026425626
perf_data/IMG/center_2024_02_06_00_24_31_478.jpg,-0.06693911,-0.010864128
perf_data/IMG/center_2024_02_06_00_24_31_606.jpg,-0.06098615,0.01712482
perf_data/IMG/center_2024_02_06_00_24_31_729.jpg,-0.05887629,0.023820434
perf_data/IMG/center_2024_02_06_00_24_31_852.jpg,-0.05887629,0.038697977
perf_data/IMG/center_2024_02_06_00_24_31_973.jpg,-0.01279778,0.054217447
perf_data/IMG/center_2024_02_06_00_24_32_675.jpg,0.0,0.011554631
perf_data/IMG/center_2024_02_06_00_24_32_909.jpg,0.0,0.02065995
perf_data/IMG/center_2024_02_06_00_24_33_140.jpg,0.0,0.012059654
perf_data/IMG/center_2024_02_06_00_24_33_601.jpg,0.0,-0.0018939087
perf_data/IMG/center_2024_02_06_00_24_33_819.jpg,0.0,-0.033748753
perf_data/IMG/center_2024_02_06_00_24_34_145.jpg,0.0,-0.03266106
perf_data/IMG/center_2024_02_06_00_24_34_252.jpg,0.0,-0.0061311843
perf_data/IMG/center_2024_02_06_00_24_34_569.jpg,0.0,-0.00064314716
perf_data/IMG/center_2024_02_06_00_24_34_776.jpg,-0.09802227,-0.021192618
perf_data/IMG/center_2024_02_06_00_24_34_880.jpg,-0.1341541,0.0009753769
perf_data/IMG/center_2024_02_06_00_24_34_983.jpg,-0.144779,-0.013117843
perf_data/IMG/center_2024_02_06_00_24_35_085.jpg,-0.1468888,-0.0049456926
perf_data/IMG/center_2024_02_06_00_24_35_208.jpg,-0.1468888,-0.033920918
perf_data/IMG/center_2024_02_06_00_24_35_332.jpg,-0.1468888,-0.045183282
perf_data/IMG/center_2024_02_06_00_24_35_454.jpg,-0.1468888,-0.031570014
perf_data/IMG/center_2024_02_06_00_24_35_576.jpg,-0.1468888,-0.02011691
perf_data/IMG/center_2024_02_06_00_24_35_677.jpg,-0.1468888,-0.018302854
perf_data/IMG/center_2024_02_06_00_24_35_779.jpg,-0.1468888,0.0035556993
perf_data/IMG/center_2024_02_06_00_24_35_901.jpg,-0.1468888,0.006264101
perf_data/IMG/center_2024_02_06_00_24_36_004.jpg,-0.1468888,0.0044627963
perf_data/IMG/center_2024_02_06_00_24_36_106.jpg,-0.1468888,0.023630258
perf_data/IMG/center_2024_02_06_00_24_36_207.jpg,-0.1468888,0.018641364
perf_data/IMG/center_2024_02_06_00_24_36_307.jpg,-0.1468888,0.008617052
perf_data/IMG/center_2024_02_06_00_24_36_431.jpg,-0.1354351,0.034292366
perf_data/IMG/center_2024_02_06_00_24_36_534.jpg,-0.09677896,0.009506914
perf_data/IMG/center_2024_02_06_00_24_36_640.jpg,-0.005639262,-0.024561401
perf_data/IMG/center_2024_02_06_00_24_36_744.jpg,0.0,-0.022273503
perf_data/IMG/center_2024_02_06_00_24_36_949.jpg,0.0,-0.02646349
perf_data/IMG/center_2024_02_06_00_24_37_257.jpg,0.0,0.0118538765
perf_data/IMG/center_2024_02_06_00_24_37_479.jpg,0.0,0.029568948
perf_data/IMG/center_2024_02_06_00_24_37_719.jpg,0.0,0.04016156
perf_data/IMG/center_2024_02_06_00_24_37_957.jpg,-0.1257146,0.00813743
perf_data/IMG/center_2024_02_06_00_24_38_074.jpg,-0.1599626,0.006427775
perf_data/IMG/center_2024_02_06_00_24_38_188.jpg,-0.1689673,-0.019778404
perf_data/IMG/center_2024_02_06_00_24_38_302.jpg,-0.1708511,-0.022973154
perf_data/IMG/center_2024_02_06_00_24_38_416.jpg,-0.1708511,-0.0106615545
perf_data/IMG/center_2024_02_06_00_24_38_531.jpg,-0.1708511,-0.01842985
perf_data/IMG/center_2024_02_06_00_24_38_645.jpg,-0.1708511,-0.021662574
perf_data/IMG/center_2024_02_06_00_24_38_762.jpg,-0.1708511,-0.05037744
perf_data/IMG/center_2024_02_06_00_24_38_877.jpg,-0.1708511,-0.038654517
perf_data/IMG/center_2024_02_06_00_24_38_992.jpg,-0.1708511,-0.044998463
perf_data/IMG/center_2024_02_06_00_24_39_107.jpg,-0.1708511,-0.024406519
perf_data/IMG/center_2024_02_06_00_24_39_225.jpg,-0.1708511,-0.020571422
perf_data/IMG/center_2024_02_06_00_24_39_342.jpg,-0.1708511,-0.02027199
perf_data/IMG/center_2024_02_06_00_24_39_460.jpg,-0.1708511,-0.01352903
perf_data/IMG/center_2024_02_06_00_24_39_580.jpg,-0.1708511,-0.01697931
perf_data/IMG/center_2024_02_06_00_24_39_703.jpg,-0.1708511,-0.013194417
perf_data/IMG/center_2024_02_06_00_24_39_807.jpg,-0.139994,-0.007891868
perf_data/IMG/center_2024_02_06_00_24_39_913.jpg,-0.05254664,-0.0060603367
perf_data/IMG/center_2024_02_06_00_24_40_129.jpg,0.0,0.0033448292
perf_data/IMG/center_2024_02_06_00_24_40_236.jpg,0.0,0.0014580516
perf_data/IMG/center_2024_02_06_00_24_40_555.jpg,0.0,-0.010995199
perf_data/IMG/center_2024_02_06_00_24_40_973.jpg,0.0,-0.013852869
perf_data/IMG/center_2024_02_06_00_24_41_080.jpg,0.0,-0.011875746
perf_data/IMG/center_2024_02_06_00_24_41_292.jpg,0.0,-0.0205754
perf_data/IMG/center_2024_02_06_00_24_41_821.jpg,-0.08193439,-0.026779
perf_data/IMG/center_2024_02_06_00_24_41_926.jpg,-0.1342294,-0.035850663
perf_data/IMG/center_2024_02_06_00_24_42_031.jpg,-0.1486596,-0.024966914
perf_data/IMG/center_2024_02_06_00_24_42_137.jpg,-0.1509579,-0.01980098
perf_data/IMG/center_2024_02_06_00_24_42_244.jpg,-0.1509579,-0.015187864
perf_data/IMG/center_2024_02_06_00_24_42_350.jpg,-0.1509579,-0.016593356
perf_data/IMG/center_2024_02_06_00_24_42_456.jpg,-0.1509579,-0.019732896
perf_data/IMG/center_2024_02_06_00_24_42_561.jpg,-0.1509579,-0.014545803
perf_data/IMG/center_2024_02_06_00_24_42_670.jpg,-0.1509579,-0.014518877
perf_data/IMG/center_2024_02_06_00_24_42_777.jpg,-0.1367915,-0.009799694
perf_data/IMG/center_2024_02_06_00_24_42_889.jpg,-0.07903326,-0.005905782
perf_data/IMG/center_2024_02_06_00_24_43_115.jpg,0.0,-0.0008990811
perf_data/IMG/center_2024_02_06_00_24_43_230.jpg,0.0,-0.004137953
perf_data/IMG/center_2024_02_06_00_24_43_460.jpg,0.0,0.0027680276
perf_data/IMG/center_2024_02_06_00_24_43_574.jpg,0.0,0.011755387
perf_data/IMG/center_2024_02_06_00_24_43_798.jpg,0.0,0.005482639
perf_data/IMG/center_2024_02_06_00_24_44_017.jpg,-0.02402546,0.006094943
perf_data/IMG/center_2024_02_06_00_24_44_124.jpg,-0.05507094,0.0059062196
perf_data/IMG/center_2024_02_06_00_24_44_229.jpg,-0.05902699,0.013523306
perf_data/IMG/center_2024_02_06_00_24_44_334.jpg,-0.06098615,0.015397529
perf_data/IMG/center_2024_02_06_00_24_44_439.jpg,-0.06098615,0.015700664
perf_data/IMG/center_2024_02_06_00_24_44_548.jpg,-0.06098615,0.010348062
perf_data/IMG/center_2024_02_06_00_24_44_657.jpg,-0.06098615,0.002508278
perf_data/IMG/center_2024_02_06_00_24_44_765.jpg,-0.06098615,0.010184879
perf_data/IMG/center_2024_02_06_00_24_44_871.jpg,-0.06098615,0.011844079
perf_data/IMG/center_2024_02_06_00_24_44_976.jpg,-0.06098615,0.008634399
perf_data/IMG/center_2024_02_06_00_24_45_080.jpg,-0.06098615,0.016857233
perf_data/IMG/center_2024_02_06_00_24_45_189.jpg,-0.06098615,0.019333955
perf_data/IMG/center_2024_02_06_00_24_45_293.jpg,-0.06098615,0.020944182
perf_data/IMG/center_2024_02_06_00_24_45_398.jpg,-0.06098615,0.009511295
perf_data/IMG/center_2024_02_06_00_24_45_506.jpg,-0.06098615,0.005909915
perf_data/IMG/center_2024_02_06_00_24_45_615.jpg,-0.002474402,0.0069002835
perf_data/IMG/center_2024_02_06_00_24_46_055.jpg,0.0,0.009220767
perf_data/IMG/center_2024_02_06_00_24_46_277.jpg,0.0,0.010615635
perf_data/IMG/center_2024_02_06_00_24_46_827.jpg,0.0,0.0015907092
perf_data/IMG/center_2024_02_06_00_24_47_266.jpg,0.0,0.003012645
perf_data/IMG/center_2024_02_06_00_24_47_373.jpg,0.0,0.008024576
perf_data/IMG/center_2024_02_06_00_24_47_806.jpg,0.0,-0.00015368033
perf_data/IMG/center_2024_02_06_00_24_48_027.jpg,0.0,-0.0046354877
perf_data/IMG/center_2024_02_06_00_24_48_372.jpg,0.0,-0.012307395
perf_data/IMG/center_2024_02_06_00_24_48_723.jpg,0.0,-0.0082519995
perf_data/IMG/center_2024_02_06_00_24_48_844.jpg,0.0,-0.009381224
perf_data/IMG/center_2024_02_06_00_24_48_963.jpg,0.0,-0.012810593
perf_data/IMG/center_2024_02_06_00_24_49_198.jpg,-0.04113059,-0.015061473
perf_data/IMG/center_2024_02_06_00_24_49_323.jpg,-0.06226721,-0.031446386
perf_data/IMG/center_2024_02_06_00_24_49_447.jpg,-0.07843044,-0.029873852
perf_data/IMG/center_2024_02_06_00_24_49_575.jpg,-0.1214948,-0.025095213
perf_data/IMG/center_2024_02_06_00_24_49_702.jpg,-0.1294822,-0.025488023
perf_data/IMG/center_2024_02_06_00_24_49_832.jpg,-0.1294822,-0.018800858
perf_data/IMG/center_2024_02_06_00_24_49_933.jpg,-0.1237554,-0.009619941
perf_data/IMG/center_2024_02_06_00_24_50_037.jpg,0.0,-0.004951124
perf_data/IMG/center_2024_02_06_00_24_50_139.jpg,0.0,0.0059031947
perf_data/IMG/center_2024_02_06_00_24_50_352.jpg,0.0,-0.00019659568
perf_data/IMG/center_2024_02_06_00_24_50_772.jpg,0.01498306,0.006368558
perf_data/IMG/center_2024_02_06_00_24_51_196.jpg,0.01626405,0.0053268922
perf_data/IMG/center_2024_02_06_00_24_51_513.jpg,0.01626405,0.001309718
perf_data/IMG/center_2024_02_06_00_24_51_728.jpg,0.01626405,0.00079328846
perf_data/IMG/center_2024_02_06_00_24_51_833.jpg,0.01626405,0.0018075211
perf_data/IMG/center_2024_02_06_00_24_52_040.jpg,0.01626405,0.00057768356
perf_data/IMG/center_2024_02_06_00_24_52_784.jpg,0.01626405,-0.00029476453
perf_data/IMG/center_2024_02_06_00_24_53_198.jpg,0.005111797,-0.0041001933
perf_data/IMG/center_2024_02_06_00_24_53_300.jpg,0.0,-0.0008451091
perf_data/IMG/center_2024_02_06_00_24_54_306.jpg,0.0,-0.006522854
perf_data/IMG/center_2024_02_06_00_24_54_407.jpg,0.0,-0.016770083
perf_data/IMG/center_2024_02_06_00_24_54_509.jpg,0.0,-0.015110646
perf_data/IMG/center_2024_02_06_00_24_54_614.jpg,0.0,-0.014659737
perf_data/IMG/center_2024_02_06_00_24_54_718.jpg,0.0,-0.013206919
perf_data/IMG/center_2024_02_06_00_24_55_251.jpg,0.0,-0.014694874
perf_data/IMG/center_2024_02_06_00_24_55_678.jpg,-0.0228951,-0.020701293
perf_data/IMG/center_2024_02_06_00_24_55_785.jpg,-0.05699242,-0.01527669
perf_data/IMG/center_2024_02_06_00_24_55_890.jpg,-0.06268165,-0.005824645
perf_data/IMG/center_2024_02_06_00_24_55_997.jpg,-0.06490453,-0.0049689757
perf_data/IMG/center_2024_02_06_00_24_56_105.jpg,-0.06490453,-0.004028891
perf_data/IMG/center_2024_02_06_00_24_56_213.jpg,-0.09056227,0.011651422
perf_data/IMG/center_2024_02_06_00_24_56_323.jpg,-0.09542254,0.010747942
perf_data/IMG/center_2024_02_06_00_24_56_429.jpg,-0.09542254,0.021840248
perf_data/IMG/center_2024_02_06_00_24_56_539.jpg,-0.09542254,0.038805652
perf_data/IMG/center_2024_02_06_00_24_56_649.jpg,-0.09542254,0.03328332
perf_data/IMG/center_2024_02_06_00_24_56_760.jpg,-0.0880003,0.041476514
perf_data/IMG/center_2024_02_06_00_24_57_687.jpg,0.0,-2.731569e-06
perf_data/IMG/center_2024_02_06_00_24_58_235.jpg,0.0,-0.0038109617
perf_data/IMG/center_2024_02_06_00_24_58_554.jpg,0.0,-0.013293532
perf_data/IMG/center_2024_02_06_00_24_58_759.jpg,0.0,-0.011452195
